Occasion,Year,Month,Location,Sample_ID,Sample_type,Species,Weight (mg),N,d15N,C,d13C,CN
MAY_2021,2021,MAY,T1,T1052621151,Muscle_Tissue,MTS,1.149,13.39,13.83,45.79,-23.74,3.419716206
MAY_2021,2021,MAY,T1,T1052621188,Muscle_Tissue,MTS,0.917,13.73,14.09,45.59,-24.48,3.320466133
MAY_2021,2021,MAY,T1,T1052621189,Muscle_Tissue,MTS,1.195,12.9,14.13,43.89,-23.84,3.402325581
MAY_2021,2021,MAY,T1,T1052621225,Muscle_Tissue,MTS,0.986,13.54,13.78,48.01,-25.3,3.545790251
MAY_2021,2021,MAY,T1,T1052621226,Muscle_Tissue,MTS,1.029,13.61,13.7,45.51,-25.17,3.343864805
MAY_2021,2021,MAY,T1,T1052621265,Muscle_Tissue,BNT,1.033,12.59,12.31,40.39,-24.29,3.208101668
MAY_2021,2021,MAY,T2,T2052721001,Muscle_Tissue,MTS,0.952,12.5,13.55,42.95,-22.84,3.436
MAY_2021,2021,MAY,T2,T2052721004,Muscle_Tissue,BNT,0.954,14.67,13.44,48.04,-23.07,3.274710293
MAY_2021,2021,MAY,T2,T2052721005,Muscle_Tissue,BNT,1.061,13.56,13.17,44.65,-24.36,3.292772861
MAY_2021,2021,MAY,T2,T2052721007,Muscle_Tissue,BNT,1.055,13.49,12.88,45.28,-21.64,3.356560415
MAY_2021,2021,MAY,T2,T2052721008,Muscle_Tissue,BNT,0.929,13.32,13.07,42.84,-23.82,3.216216216
MAY_2021,2021,MAY,T2,T2052721014,Muscle_Tissue,BNT,1.119,13.32,12.78,44.68,-24.01,3.354354354
MAY_2021,2021,MAY,T2,T2052721015,Muscle_Tissue,BNT,0.972,13.33,12.13,44.76,-24.99,3.35783946
MAY_2021,2021,MAY,T2,T2052721016,Muscle_Tissue,BNT,0.946,14.19,12.4,47.55,-22.66,3.350951374
MAY_2021,2021,MAY,T2,T2052721020,Muscle_Tissue,MTS,1.073,13.62,13.68,45.55,-23.04,3.344346549
MAY_2021,2021,MAY,T2,T2052721026,Muscle_Tissue,BNT,0.924,13.51,12.53,44.76,-24.95,3.313101406
MAY_2021,2021,MAY,T2,T2052721052,Muscle_Tissue,BNT,0.889,13.48,12.48,45.43,-23.07,3.370178042
MAY_2021,2021,MAY,T2,T2052721053,Muscle_Tissue,BNT,0.993,13.78,13.48,45.2,-22.68,3.28011611
MAY_2021,2021,MAY,T2,T2052721072,Muscle_Tissue,MTS,1.104,13.57,13.32,46.18,-23.51,3.403095063
MAY_2021,2021,MAY,T2,T2052721073,Muscle_Tissue,MTS,1.11,13.84,13.7,47.04,-22.59,3.398843931
MAY_2021,2021,MAY,T2,T2052721082,Muscle_Tissue,BNT,0.931,13.72,12.86,44.78,-23.58,3.263848397
MAY_2021,2021,MAY,T2,T2052721087,Muscle_Tissue,BNT,0.902,13.3,13.19,43.64,-23.51,3.281203008
MAY_2021,2021,MAY,T2,T2052721093,Muscle_Tissue,MTS,1.061,13.2,14.18,44.32,-22.55,3.357575758
MAY_2021,2021,MAY,T2,T2052721095,Muscle_Tissue,MTS,1.035,13.08,14.1,43.79,-22.34,3.347859327
MAY_2021,2021,MAY,T2,T2052721097,Muscle_Tissue,BNT,0.977,13.72,12.72,44.97,-25.08,3.277696793
MAY_2021,2021,MAY,T2,T2052721137,Muscle_Tissue,BNT,0.955,13.57,13.04,44.5,-22.9,3.279292557
MAY_2021,2021,MAY,T2,T2052721156,Muscle_Tissue,MTS,1.1,13.42,14.19,45.55,-22.36,3.394187779
MAY_2021,2021,MAY,T2,T2052721175,Muscle_Tissue,MTS,0.984,13.44,13.82,45.09,-23.79,3.354910714
MAY_2021,2021,MAY,T2,T2052721182,Muscle_Tissue,MTS,1.03,13.42,13.57,45.73,-23.65,3.407600596
MAY_2021,2021,MAY,T2,T2052721196,Muscle_Tissue,MTS,1.042,13.61,13.83,46.03,-23.99,3.382072006
MAY_2021,2021,MAY,T2,T2052721216,Muscle_Tissue,MTS,0.974,13.61,13.09,46.29,-23.52,3.401175606
MAY_2021,2021,MAY,T2,T2052721230,Muscle_Tissue,MTS,0.977,13.38,12.46,45.08,-24.59,3.369207773
MAY_2021,2021,MAY,T2,T2052721261,Muscle_Tissue,MTS,0.94,13.71,13.29,46.19,-23.53,3.369073669
MAY_2021,2021,MAY,T2,T2052721263,Muscle_Tissue,BNT,0.983,13.52,13.05,45.25,-24.21,3.346893491
MAY_2021,2021,MAY,T2,T2052721303,Muscle_Tissue,BNT,1.071,13.52,13.64,46.44,-24.01,3.434911243
MAY_2021,2021,MAY,T2,T2052721304,Muscle_Tissue,BNT,1.02,13.71,13.37,44.77,-24.56,3.265499635
MAY_2021,2021,MAY,T2,T2052721307,Muscle_Tissue,BNT,0.97,13.66,13.14,44.73,-24.48,3.274524158
MAY_2021,2021,MAY,T2,T2052721309,Muscle_Tissue,BNT,0.941,13.6,13.46,44.06,-24.79,3.239705882
MAY_2021,2021,MAY,T2,T2052721314,Muscle_Tissue,BNT,1.032,13.86,13.56,45.62,-23.3,3.291486291
MAY_2021,2021,MAY,T2,T2052721315,Muscle_Tissue,BNT,1.054,13.52,12.96,45.14,-23.88,3.338757396
MAY_2021,2021,MAY,T2,T2052721328,Muscle_Tissue,MTS,0.975,14,13.24,45.08,-24.23,3.22
MAY_2021,2021,MAY,T2,T2052721329,Muscle_Tissue,BNT,0.963,13.43,12.77,43.57,-23.7,3.244229337
MAY_2021,2021,MAY,T2,T2052721331,Muscle_Tissue,BNT,0.909,13.91,12.42,45.79,-23.16,3.291876348
MAY_2021,2021,MAY,T2,T2052721332,Muscle_Tissue,BNT,0.94,13.76,12.6,45.45,-24.57,3.303052326
MAY_2021,2021,MAY,T2,T2052721333,Muscle_Tissue,BNT,0.996,13.46,12.55,45.07,-21.79,3.348439822
MAY_2021,2021,MAY,T2,T2052721336,Muscle_Tissue,MTS,0.983,13.13,13.06,44.55,-23.46,3.392993145
MAY_2021,2021,MAY,T3,T3052821014,Muscle_Tissue,BNT,0.952,13.21,13.26,44.17,-23.59,3.343679031
MAY_2021,2021,MAY,T3,T3052821017,Muscle_Tissue,BNT,1.138,13.4,13.07,44.34,-24.52,3.308955224
MAY_2021,2021,MAY,T3,T3052821018,Muscle_Tissue,BNT,0.913,14.31,13.7,48.09,-23.42,3.360587002
MAY_2021,2021,MAY,T3,T3052821019,Muscle_Tissue,BNT,0.967,13.46,12.85,44.25,-23.32,3.287518574
MAY_2021,2021,MAY,T3,T3052821021,Muscle_Tissue,MTS,0.986,13.38,11.97,46.92,-24.9,3.506726457
MAY_2021,2021,MAY,T3,T3052821023,Muscle_Tissue,MTS,1.097,13.28,13.19,44.61,-23.5,3.359186747
MAY_2021,2021,MAY,T3,T3052821024,Muscle_Tissue,BNT,0.945,13.79,13.13,45.64,-23.9,3.30964467
MAY_2021,2021,MAY,T3,T3052821027,Muscle_Tissue,BNT,0.949,13.63,13.48,45.24,-23.2,3.319148936
MAY_2021,2021,MAY,T3,T3052821028,Muscle_Tissue,MTS,0.921,12.82,13.06,42.94,-22.94,3.349453978
MAY_2021,2021,MAY,T3,T3052821029,Muscle_Tissue,BNT,1.027,13.52,13.72,44.82,-23.27,3.315088757
MAY_2021,2021,MAY,T3,T3052821035,Muscle_Tissue,MTS,0.98,13.57,13.99,46.06,-22.99,3.394252027
MAY_2021,2021,MAY,T3,T3052821036,Muscle_Tissue,MTS,0.921,13.57,12.85,45.73,-24.6,3.369933677
MAY_2021,2021,MAY,T3,T3052821040,Muscle_Tissue,BNT,0.988,13.33,12.67,43.71,-23.47,3.279069767
MAY_2021,2021,MAY,T3,T3052821043,Muscle_Tissue,MTS,0.974,13.41,13.64,45.46,-23.97,3.390007457
MAY_2021,2021,MAY,T3,T3052821054,Muscle_Tissue,BNT,1.048,13.61,12.79,43.92,-23.05,3.227038942
MAY_2021,2021,MAY,T3,T3052821055,Muscle_Tissue,BNT,1.187,13.64,12.41,44.76,-24.16,3.281524927
MAY_2021,2021,MAY,T3,T3052821056,Muscle_Tissue,BNT,0.998,13.73,13.03,45.7,-24.24,3.328477786
MAY_2021,2021,MAY,T3,T3052821057,Muscle_Tissue,BNT,1.019,13.28,13.12,44.66,-24.9,3.362951807
MAY_2021,2021,MAY,T3,T3052821059,Muscle_Tissue,BNT,0.971,13.48,12.74,45.15,-24.23,3.349406528
MAY_2021,2021,MAY,T3,T3052821060,Muscle_Tissue,MTS,1.053,13.06,14.15,44.42,-23.6,3.401225115
MAY_2021,2021,MAY,T3,T3052821068,Muscle_Tissue,BNT,0.967,12.85,12.75,43.01,-24.11,3.347081712
MAY_2021,2021,MAY,T3,T3052821071,Muscle_Tissue,MTS,0.97,12.41,11.43,42.24,-23.9,3.403706688
MAY_2021,2021,MAY,T3,T3052821072,Muscle_Tissue,MTS,1.02,12.59,12.74,45.44,-24.75,3.609213662
MAY_2021,2021,MAY,T3,T3052821075,Muscle_Tissue,MTS,1.103,13.55,13.58,45.93,-23.17,3.389667897
MAY_2021,2021,MAY,T3,T3052821076,Muscle_Tissue,MTS,0.94,13.45,13.74,45.44,-23.36,3.378438662
MAY_2021,2021,MAY,T3,T3052821089,Muscle_Tissue,BNT,0.985,13.61,13.03,44.86,-23.27,3.296105805
MAY_2021,2021,MAY,T3,T3052821090,Muscle_Tissue,BNT,1.147,13.69,13.35,45.67,-23.61,3.336011687
MAY_2021,2021,MAY,T3,T3052821091,Muscle_Tissue,BNT,0.986,13.5,12.52,44.23,-23.49,3.276296296
MAY_2021,2021,MAY,T3,T3052821099,Muscle_Tissue,BNT,1.128,12.83,13.56,42.55,-23.53,3.31644583
MAY_2021,2021,MAY,T3,T3052821100,Muscle_Tissue,BNT,0.929,13.28,12.53,43.57,-23.56,3.280873494
MAY_2021,2021,MAY,T3,T3052821107,Muscle_Tissue,BNT,1.003,13.5,13.42,44.56,-23.65,3.300740741
MAY_2021,2021,MAY,T3,T3052821111,Muscle_Tissue,MTS,0.994,13.51,12.75,45.97,-24.1,3.402664693
MAY_2021,2021,MAY,T3,T3052821117,Muscle_Tissue,MTS,1.03,13.06,13.73,43.98,-22.69,3.367534456
MAY_2021,2021,MAY,T3,T3052821124,Muscle_Tissue,BNT,1.045,13.67,13.55,45.53,-23.23,3.330651061
MAY_2021,2021,MAY,T3,T3052821137,Muscle_Tissue,BNT,1.069,13.25,12.23,44.66,-25.87,3.370566038
MAY_2021,2021,MAY,T3,T3052821145,Muscle_Tissue,MTS,0.951,12.64,12.98,44.86,-23.43,3.549050633
MAY_2021,2021,MAY,T3,T3052821148,Muscle_Tissue,MTS,1.053,13.41,13.21,45.55,-23.8,3.396718867
MAY_2021,2021,MAY,T3,T3052821153,Muscle_Tissue,MTS,0.98,12.68,13.44,44.06,-23.03,3.474763407
MAY_2021,2021,MAY,T3,T3052821157,Muscle_Tissue,BNT,1.074,12.5,13.15,39.66,-22.61,3.1728
AUG_2021,2021,AUGUST,C1.5,C1.5080221001,Muscle_Tissue,BNT,1.111,13.45,12.75,45.56,-24.58,3.387360595
AUG_2021,2021,AUGUST,C1.5,C1.5080221002,Muscle_Tissue,BNT,1.059,13.63,12.99,46.17,-24.84,3.387380778
AUG_2021,2021,AUGUST,C1.5,C1.5080221003,Muscle_Tissue,BNT,0.984,13.53,12.76,45.86,-24.39,3.389504804
AUG_2021,2021,AUGUST,C1.5,C1.5080221004,Muscle_Tissue,BNT,0.979,13.6,12.96,45.33,-24.57,3.333088235
AUG_2021,2021,AUGUST,C1.5,C1.5080221005,Muscle_Tissue,MTS,0.968,13.4,13.22,45.66,-25.5,3.407462687
AUG_2021,2021,AUGUST,C1.5,C1.5080221006,Muscle_Tissue,MTS,1.066,13.84,13.66,46.35,-24.81,3.348988439
AUG_2021,2021,AUGUST,C1.5,C1.5080221007,Muscle_Tissue,MTS,1.001,13.58,13.66,46.24,-25.32,3.405007364
AUG_2021,2021,AUGUST,C1.5,C1.5080221008,Muscle_Tissue,MTS,1.119,12.73,12.92,46.57,-24.64,3.65828751
AUG_2021,2021,AUGUST,C1.5,C1.5080221013,Muscle_Tissue,MTS,1.008,13.65,13.73,46.12,-24.85,3.378754579
AUG_2021,2021,AUGUST,C1.5,C1.5080221015,Muscle_Tissue,BNT,1.069,13.19,12.93,44.29,-24.97,3.357846854
AUG_2021,2021,AUGUST,C1.5,C1.5080221162,Muscle_Tissue,MTS,0.995,13.21,13.54,45.39,-24.66,3.436033308
AUG_2021,2021,AUGUST,C1.5,C1.5080221163,Muscle_Tissue,MTS,0.942,12.81,11.92,45.28,-25.26,3.534738486
AUG_2021,2021,AUGUST,C1.5,C1.5080221166,Muscle_Tissue,MTS,0.929,13.08,11.53,44.34,-26,3.389908257
AUG_2021,2021,AUGUST,C1.5,C1.5080221170,Muscle_Tissue,BNT,0.912,13.33,12.12,44.26,-25.56,3.320330083
AUG_2021,2021,AUGUST,C1.5,C1.5080221171,Muscle_Tissue,MTS,1.064,13.21,12.39,46.72,-24.47,3.53671461
AUG_2021,2021,AUGUST,C1.5,C1.5080221178,Muscle_Tissue,BNT,0.976,13.44,12.94,44.28,-23.76,3.294642857
AUG_2021,2021,AUGUST,C1.5,C1.5080221179,Muscle_Tissue,MTS,0.941,13.33,13.65,45,-25.32,3.375843961
AUG_2021,2021,AUGUST,C1.5,C1.5080221182,Muscle_Tissue,MTS,1.024,12.99,13.73,42.98,-25.09,3.308698999
AUG_2021,2021,AUGUST,C1.5,C1.5080221193,Muscle_Tissue,BNT,1.12,13.3,12.78,43.98,-24.71,3.306766917
AUG_2021,2021,AUGUST,C1.5,C1.5080221194,Muscle_Tissue,BNT,1.123,13.73,13.26,45.12,-24.56,3.286234523
AUG_2021,2021,AUGUST,C1.5,C1.5080221204,Muscle_Tissue,BNT,1.037,13.63,12.24,45.19,-25.02,3.315480558
AUG_2021,2021,AUGUST,C1.5,C1.5080221207,Muscle_Tissue,BNT,1.124,13.68,13.2,44.89,-25.66,3.281432749
AUG_2021,2021,AUGUST,C1.5,C1.5080221210,Muscle_Tissue,BNT,1.12,13.14,13.3,43.7,-24.65,3.325722983
AUG_2021,2021,AUGUST,C1.5,C1.5080221212,Muscle_Tissue,MTS,1.187,13.35,13.51,44.84,-25.54,3.358801498
AUG_2021,2021,AUGUST,C1.5,C1.5080221217,Muscle_Tissue,MTS,1.089,13.25,13.35,44.26,-25.73,3.340377358
AUG_2021,2021,AUGUST,C1.5,C1.5080221228,Muscle_Tissue,BNT,0.945,14.49,12.61,48.15,-24.76,3.322981366
AUG_2021,2021,AUGUST,C1.5,C1.5080221230,Muscle_Tissue,BNT,1.15,13.08,14.08,46.8,-25.44,3.577981651
AUG_2021,2021,AUGUST,C1.5,C1.5080221234,Muscle_Tissue,BNT,1.096,13.49,13.49,46.3,-24.65,3.432171979
AUG_2021,2021,AUGUST,C1.5,C1.5080221236,Muscle_Tissue,BNT,1.103,13.37,13.68,47,-25.21,3.515332835
AUG_2021,2021,AUGUST,C1.5,C1.5080221237,Muscle_Tissue,BNT,0.962,13.95,12.92,45.56,-24.66,3.265949821
AUG_2021,2021,AUGUST,C1.5,C1.5080221238,Muscle_Tissue,BNT,1.013,14.06,14.52,45.85,-25.23,3.261024182
AUG_2021,2021,AUGUST,C1.5,C1.5080221244,Muscle_Tissue,BNT,0.971,13.5,13.09,45.15,-24.28,3.344444444
AUG_2021,2021,AUGUST,C1.5,C1.5080221245,Muscle_Tissue,BNT,1.134,13.74,12.77,45.97,-23.99,3.345705968
AUG_2021,2021,AUGUST,C1.5,C1.5080221254,Muscle_Tissue,MTS,1.073,13.64,13.8,45.36,-24.34,3.325513196
AUG_2021,2021,AUGUST,C1.5,C1.5080221255,Muscle_Tissue,MTS,0.916,13.85,14.67,44.65,-24.66,3.223826715
AUG_2021,2021,AUGUST,C1.5,C1.5080221289,Muscle_Tissue,BNT,1.02,13.68,13.27,44.69,-24.95,3.266812865
AUG_2021,2021,AUGUST,C1.5,C1.5080221290,Muscle_Tissue,BNT,1.081,13.24,13.63,44.36,-24.79,3.350453172
AUG_2021,2021,AUGUST,C1.5,C1.5080221291,Muscle_Tissue,BNT,0.946,14.09,13.09,45.74,-24.65,3.246273953
AUG_2021,2021,AUGUST,C1.5,C1.5080221292,Muscle_Tissue,BNT,1.018,14.16,12.78,45.79,-24.69,3.233757062
AUG_2021,2021,AUGUST,C1.5,C1.5080221293,Muscle_Tissue,BNT,1.011,13.89,13.35,45.01,-24.73,3.240460763
AUG_2021,2021,AUGUST,C1.5,C1.5080221294,Muscle_Tissue,BNT,0.996,14.01,13.27,44.78,-24.83,3.196288365
AUG_2021,2021,AUGUST,C2,C2080321001,Muscle_Tissue,MTS,0.999,13.04,13.7,44.37,-25.49,3.402607362
AUG_2021,2021,AUGUST,C2,C2080321002,Muscle_Tissue,BNT,1.067,13.7,12.88,44.64,-24.68,3.258394161
AUG_2021,2021,AUGUST,C2,C2080321003,Muscle_Tissue,BNT,1.017,13.98,12.6,45.13,-24.87,3.228183119
AUG_2021,2021,AUGUST,C2,C2080321025,Muscle_Tissue,MTS,0.978,13.4,13.99,46.47,-25.42,3.467910448
AUG_2021,2021,AUGUST,C2,C2080321026,Muscle_Tissue,MTS,0.991,13.34,12.15,45.08,-25.44,3.379310345
AUG_2021,2021,AUGUST,C2,C2080321037,Muscle_Tissue,MTS,1.028,12.74,12.48,43.15,-24.35,3.386970173
AUG_2021,2021,AUGUST,C2,C2080321038,Muscle_Tissue,MTS,1.039,13.59,13.55,44.87,-25.4,3.301692421
AUG_2021,2021,AUGUST,C2,C2080321039,Muscle_Tissue,BNT,1.041,13.83,12.48,45.34,-24.89,3.278380333
AUG_2021,2021,AUGUST,C2,C2080321040,Muscle_Tissue,BNT,0.915,6.66,12.66,24.4,-24.9,3.663663664
AUG_2021,2021,AUGUST,C2,C2080321047,Muscle_Tissue,MTS,1.016,13.78,13.42,45.23,-25.1,3.282293179
AUG_2021,2021,AUGUST,C2,C2080321049,Muscle_Tissue,BNT,0.999,14.24,12.45,47.08,-24.29,3.306179775
AUG_2021,2021,AUGUST,C2,C2080321050,Muscle_Tissue,BNT,1.077,13.57,12.47,44.55,-25.35,3.282977155
AUG_2021,2021,AUGUST,C2,C2080321051,Muscle_Tissue,BNT,1.148,13.97,12.81,46.39,-24.62,3.320687187
AUG_2021,2021,AUGUST,C2,C2080321054,Muscle_Tissue,BNT,1.002,14.01,13.05,45.65,-24.55,3.258386867
AUG_2021,2021,AUGUST,C2,C2080321055,Muscle_Tissue,BNT,0.955,13.83,12.91,44.56,-25.05,3.2219812
AUG_2021,2021,AUGUST,C2,C2080321062,Muscle_Tissue,BNT,1.004,13.61,12.88,44.79,-24.53,3.290962528
AUG_2021,2021,AUGUST,C2,C2080321065,Muscle_Tissue,MTS,1.099,13.53,13.21,44.43,-25.28,3.283813747
AUG_2021,2021,AUGUST,C2,C2080321066,Muscle_Tissue,MTS,1.068,13.76,12.27,45.62,-25.1,3.315406977
AUG_2021,2021,AUGUST,C2,C2080321068,Muscle_Tissue,BNT,0.974,10.74,12.6,47.62,-26.25,4.433891993
AUG_2021,2021,AUGUST,C2,C2080321069,Muscle_Tissue,MTS,0.973,13.69,13.5,45.2,-24.36,3.301680058
AUG_2021,2021,AUGUST,C2,C2080321072,Muscle_Tissue,BNT,0.928,13.28,12.5,43.6,-24.25,3.28313253
AUG_2021,2021,AUGUST,C2,C2080321076,Muscle_Tissue,MTS,1.07,13.82,13.27,45.49,-25.61,3.291606368
AUG_2021,2021,AUGUST,C2,C2080321100,Muscle_Tissue,MTS,1.048,13.56,14.25,45.5,-24.62,3.355457227
AUG_2021,2021,AUGUST,C2,C2080321145,Muscle_Tissue,MTS,0.996,12.76,13.64,44.7,-24.83,3.503134796
AUG_2021,2021,AUGUST,C2,C2080321209,Muscle_Tissue,MTS,0.972,13.34,13.95,45.49,-25.04,3.410044978
AUG_2021,2021,AUGUST,C2,C2080321211,Muscle_Tissue,BNT,1.096,13.68,11.56,45.7,-24.99,3.340643275
AUG_2021,2021,AUGUST,C2,C2080321214,Muscle_Tissue,BNT,1.009,13.79,12.54,45.41,-25.14,3.292965917
AUG_2021,2021,AUGUST,C2,C2080321220,Muscle_Tissue,BNT,0.91,13.36,12.4,44.86,-24.91,3.357784431
AUG_2021,2021,AUGUST,C2,C2080321226,Muscle_Tissue,MTS,0.98,13.32,14.72,43.73,-25.26,3.283033033
AUG_2021,2021,AUGUST,C2,C2080321227,Muscle_Tissue,MTS,1.077,13.85,12.27,45.41,-24.82,3.278700361
